GLOTTOCODE,longitude,latitude,LID,autotyp.language,glottolog.language.x,subarea,area,continent,continent.revised,area.revised,continent.change,area.change,glottolog.stock,ISO.g,glottolog.language.y
urii1240,146.608,-6.41993,0,,Uri,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],uvh,Uri [urii1240][uvh]
urim1251,143.701,-3.86066,0,,Urimo,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],urx,Urimo [urim1251][urx]
urim1252,142.67,-3.58,2674,Urim,Urim,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],uri,Urim [urim1252][uri]
urip1239,167.33,-16,2670,Atchin,Uripiv-Wala-Rano-Atchin,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],upv,Uripiv-Wala-Rano-Atchin [urip1239][upv]
urni1239,133.023,-13.4766,0,,Urningangg,,N Australia,Australia,Australia,N Australia,0,0,Giimbiyu [giim1238],urc,Urningangg [urni1239][urc]
urua1242,155.573,-6.23314,0,,Uruava,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],urv,Uruava [urua1242][urv]
urua1244,132.745,-3.45498,0,,Uruangnirin,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],urn,Uruangnirin [urua1244][urn]
urub1243,-46,-2.33,2661,Sign Language Urub,Urub-Kaapor Sign Language,,NE South America,S America,S America,NE South America,0,0,Sign Language [sign1238],uks,Urubú-Kaapor Sign Language [urub1243][uks]
urub1250,-46.5,-2.33,574,Uruba-Kaapor,Urub-Kaapor,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],urb,Urubú-Kaapor [urub1250][urb]
urue1240,-63.8086,-10.9176,0,,Uru-Eu-Wau-Wau,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],urz,Uru-Eu-Wau-Wau [urue1240][urz]
urug1238,-56.4509,-34.5967,0,,Uruguayan Sign Language,,SE South America,S America,S America,SE South America,0,0,Sign Language [sign1238],ugy,Uruguayan Sign Language [urug1238][ugy]
urum1249,37.55,47.12,2677,Urum,Urum,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],uum,Urum [urum1249][uum]
urum1250,-63.848,-9.08,0,,Urumi,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],uru,Urumi [urum1250][uru]
urup1235,-62.7226,-11.2946,0,,Uru-Pa-In,,NE South America,S America,S America,NE South America,0,0,Unclassifiable [uncl1493],urp,Uru-Pa-In [urup1235][urp]
urup1245,-62.75,-10.25,0,,Urupa,,NE South America,S America,S America,NE South America,0,0,Chapacuran [chap1271],'Urupa [urup1245]',Urupa [urup1245]
uruu1244,-69,-16.75,2672,Uru,Uru,,Andean,S America,S America,Andean,0,0,Uru-Chipaya [uruc1242],ure,Uru [uruu1244][ure]
usag1244,8.53463,4.78581,0,,Usaghade,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],usk,Usaghade [usag1244][usk]
usan1239,145.17,-4.83,393,Usan,Usan,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],wnu,Usan [usan1239][wnu]
usar1243,145.58,-6.42,232,Usarufa,Usarufa,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],usa,Usarufa [usar1243][usa]
usho1238,72.643,35.1584,0,,Ushojo,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],ush,Ushojo [usho1238][ush]
usil1237,-96.5,17.92,1204,Chinantec (San Felipe Usila),Usila Chinantec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],cuc,Usila Chinantec [usil1237][cuc]
usku1243,140.502,-3.63853,0,,Usku,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Usku [usku1243][ulf],ulf,Usku [usku1243][ulf]
uspa1245,-90.8893,15.3648,0,,Uspanteco,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],usp,Uspanteco [uspa1245][usp]
usui1238,91.7879,23.0131,0,,Usui,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],usi,Usui [usui1238][usi]
utar1238,144.924,-4.82756,0,,Utarmbung,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],omo,Utarmbung [utar1238][omo]
utes1238,-118,37,441,Paiute (Southern),Ute-Southern Paiute,,Basin and Plains,W N America,W N America,Basin and Plains,0,0,Uto-Aztecan [utoa1244],ute,Ute-Southern Paiute [utes1238][ute]
utes1238,-115.17,34.33,1441,Chemehuevi,Ute-Southern Paiute,,Basin and Plains,E N America,W N America,Basin and Plains,1,0,Uto-Aztecan [utoa1244],ute,Ute-Southern Paiute [utes1238][ute]
utuu1240,145.544,-5.16422,0,,Utu,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],utu,Utu [utuu1240][utu]
uuuu1243,101.772,22.6767,0,,U,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],uuu,U [uuuu1243][uuu]
uvbi1238,5.77303,5.44263,0,,Uvbie,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],evh,Uvbie [uvbi1238][evh]
uyaa1238,145.47,-5.32246,0,,Uya,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],usu,Uya [uyaa1238][usu]
uzbe1247,66,39,805,Uzbek,,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],'Uzbek [uzbe1247]',Uzbek [uzbe1247]
uzbe1247,66.5,40.67,2680,Uzbek (Northern),,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],'Uzbek [uzbe1247]',Uzbek [uzbe1247]
uzbe1248,65.3864,40.2612,0,,Uzbeki Arabic,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Afro-Asiatic [afro1255],auz,Uzbeki Arabic [uzbe1248][auz]
uzek1238,8.31399,6.58841,0,,Uzekwe,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],eze,Uzekwe [uzek1238][eze]
vaag1238,79.5335,12.215,0,,Vaagri Booli,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],vaa,Vaagri Booli [vaag1238][vaa]
vafs1240,49.92,34.67,2681,Vafsi,Vafsi,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Indo-European [indo1319],vaf,Vafsi [vafs1240][vaf]
vagh1246,68.6051,26.1404,0,,Vaghri,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],vgr,Vaghri [vagh1246][vgr]
vagh1247,9.56547,9.64648,0,,Vaghat-Ya-Bijim-Legeri,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bij,Vaghat-Ya-Bijim-Legeri [vagh1247][bij]
vagh1249,156.542,-6.68712,0,,Vaghua,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],tva,Vaghua [vagh1249][tva]
vagl1239,-2.42,9.42,2682,Vagla,Vagla,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],vag,Vagla [vagl1239][vag]
vaii1241,-11.25,6.92,2683,Vai,Vai,,African Savannah,Africa,Africa,African Savannah,0,0,Mande [mand1469],vai,Vai [vaii1241][vai]
vaip1239,93.7195,24.1378,0,,Vaiphei,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],vap,Vaiphei [vaip1239][vap]
vale1250,18.5585,7.49943,0,,Vale,,African Savannah,Africa,Africa,African Savannah,0,0,Central Sudanic [cent2225],vae,Vale [vale1250][vae]
vall1252,-121.191,39.8078,0,,Valley Maidu,,California,W N America,W N America,California,0,0,Maiduan [maid1262],vmv,Valley Maidu [vall1252][vmv]
vall1253,-96.3187,17.7964,0,,Valle Nacional Chinantec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],cvn,Valle Nacional Chinantec [vall1253][cvn]
valm1241,142.5,-3.22,2684,Walman,Walman,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],van,Walman [valm1241][van]
valp1237,166.606,-14.712,0,,Valpei,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vlp,Valpei [valp1237][vlp]
vama1243,165.04,-20.7708,0,,Vamale,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],mkt,Vamale [vama1243][mkt]
vame1236,14.2131,10.9481,0,,Vame,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],mlr,Vame [vame1236][mlr]
vang1243,157.997,-8.66826,0,,Vangunu,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],mpr,Vangunu [vang1243][mpr]
vani1248,141.3,-2.67,395,Vanimo,Vanimo,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Sko [skoo1245],vam,Vanimo [vani1248][vam]
vano1237,165.927,-10.6865,0,,Vano,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vnk,Vano [vano1237][vnk]
vanu1242,29.8135,0.93847,0,,Vanuma,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vau,Vanuma [vanu1242][vau]
vaoo1237,167.271,-15.9179,0,,Vao,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vao,Vao [vaoo1237][vao]
varh1239,79.7516,20.7139,0,,Varhadi-Nagpuri,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],vah,Varhadi-Nagpuri [varh1239][vah]
vari1239,156.655,-6.83443,0,,Varisi,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vrs,Varisi [vari1239][vrs]
varl1238,73.2975,20.5635,0,,Varli,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],vav,Varli [varl1238][vav]
vasa1239,71.5,24.5,2686,Vasavi,Vasavi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],vas,Vasavi [vasa1239][vas]
vase1234,18.1864,-18.2675,0,,Vasekela Bushman,,S Africa,Africa,Africa,S Africa,0,0,Bookkeeping [book1242],vaj,Vasekela Bushman [vase1234][vaj]
vatr1237,167.42,-13.83,0,,Vatrata,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Bookkeeping [book1242],vlr,Vatrata [vatr1237][vlr]
vedd1240,81,7,2687,Vedda,Veddah,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],ved,Veddah [vedd1240][ved]
vehe1237,146.895,-6.92151,0,,Vehes,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Austronesian [aust1307],val,Vehes [vehe1237][val]
velu1238,5.94408,52.2702,0,,Veluws,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],vel,Veluws [velu1238][vel]
vemg1240,13.6633,10.8301,0,,Vemgo-Mabas,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],vem,Vemgo-Mabas [vemg1240][vem]
vend1245,30,-22,2688,Venda,Venda,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],ven,Venda [vend1245][ven]
vene1237,-66.7678,10.3294,0,,Venezuelan Sign Language,,NE South America,S America,S America,NE South America,0,0,Sign Language [sign1238],vsl,Venezuelan Sign Language [vene1237][vsl]
vene1258,13.0345,45.4099,0,,Venetian,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],vec,Venetian [vene1258][vec]
veng1238,10.42,6.12,488,Babungo,Vengo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bav,Vengo [veng1238][bav]
vent1242,-119.035,34.1761,0,,Ventureo,,California,W N America,W N America,California,0,0,Chumashan [chum1262],veo,Ventureño [vent1242][veo]
veps1250,35,60,2689,Veps,Veps,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Uralic [ural1272],vep,Veps [veps1250][vep]
vera1241,167.475,-13.8096,0,,Vera'a,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vra,Vera\a [vera1241][vra]
vidu1238,36.9316,-7.52674,0,,Vidunda,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vid,Vidunda [vidu1238][vid]
viem1243,-3.84128,10.8429,0,,Viemo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],vig,Viemo [viem1243][vig]
viet1252,106.5,10.5,494,Vietnamese,Vietnamese,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],vie,Vietnamese [viet1252][vie]
vile1241,-58.9661,-27.4063,0,,Vilela,,SE South America,S America,S America,SE South America,0,0,Vilela [vile1241][vil],vil,Vilela [vile1241][vil]
vili1238,14,-5.5,1349,Fiote,Vili,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vif,Vili [vili1238][vif]
vili1238,14,-5.5,3181,Vili,Vili,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vif,Vili [vili1238][vif]
vill1242,120.638,17.471,0,,Villa Viciosa Agta,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Unattested [unat1236],dyg,Villa Viciosa Agta [vill1242][dyg]
vinc1243,-61.1963,13.2436,0,,Vincentian Creole English,,Mesoamerica,C America,C America,Mesoamerica,0,0,Indo-European [indo1319],svc,Vincentian Creole English [vinc1243][svc]
vinm1237,167.42,-16.17,3183,Vinmavis,Vinmavis,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vnm,Vinmavis [vinm1237][vnm]
vinz1238,30.5699,-4.99312,0,,Vinza,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vin,Vinza [vinz1238][vin]
virg1240,-63.0785,18.0471,0,,Virgin Islands Creole English,,Mesoamerica,C America,C America,Mesoamerica,0,0,Indo-European [indo1319],vic,Virgin Islands Creole English [virg1240][vic]
vish1243,76.7593,10.1751,0,,Vishavan,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],vis,Vishavan [vish1243][vis]
viti1241,11.1087,6.66524,0,,Viti,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],vit,Viti [viti1241][vit]
vivt1234,167.5,-16.28,0,,Vivti,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],'Vivti [vivt1234]',Vivti [vivt1234]
vlaa1235,4,51,1089,Sign Language Flemish,Vlaamse Gebarentaal,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Sign Language [sign1238],vgt,Vlaamse Gebarentaal [vlaa1235][vgt]
vlaa1240,3.11345,51.0754,0,,Vlaams,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],vls,Vlaams [vlaa1240][vls]
vlax1238,21,45,1395,Romani (Kalderash),Vlax Romani,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],rmy,Vlax Romani [vlax1238][rmy]
vlax1238,21.5,47,1396,Romani (Lovari),Vlax Romani,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],rmy,Vlax Romani [vlax1238][rmy]
vono1238,8.20774,10.4357,0,,Vono,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kch,Vono [vono1238][kch]
voro1240,12.0719,9.78323,0,,Voro,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],vor,Voro [voro1240][vor]
voti1245,30,59.5,2696,Votic,Votic,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Uralic [ural1272],vot,Votic [voti1245][vot]
vumb1238,10.6498,-2.17673,0,,Vumbu,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vum,Vumbu [vumb1238][vum]
vuna1239,166.691,-14.8477,0,,Vunapu,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],vnp,Vunapu [vuna1239][vnp]
vunj1238,37.5847,-3.42531,0,,Vunjo,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],vun,Vunjo [vunj1238][vun]
vure1239,167.516,-13.8746,0,,Vurs,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],msn,Vurës [vure1239][msn]
vute1244,11.8839,6.13603,0,,Vute,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],vut,Vute [vute1244][vut]
vwan1235,34.0757,-9.00683,0,,Vwanji,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],wbi,Vwanji [vwan1235][wbi]
waam1236,164.409,-20.5014,0,,Waamwang,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],wmn,Waamwang [waam1236][wmn]
waam1244,1.67,10.58,3189,Waama,Waama,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],wwa,Waama [waam1244][wwa]
waat1238,39.83,-3.33,2483,Oromo (Waata),Waata,,S Africa,Africa,Africa,S Africa,0,0,Afro-Asiatic [afro1255],ssn,Waata [waat1238][ssn]
wabb1237,146.461,-5.61216,0,,Wab,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],wab,Wab [wabb1237][wab]
wabo1240,136.757,-1.77297,0,,Wabo,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],wbb,Wabo [wabo1240][wbb]
wabo1241,143.501,-8.41651,0,,Waboda,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Kiwaian [kiwa1251],kmx,Waboda [wabo1241][kmx]
waci1239,1.69303,6.45571,0,,Waci Gbe,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],wci,Waci Gbe [waci1239][wci]
wada1263,144.972,-4.52754,0,,Wadaginam,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],wdg,Wadaginam [wada1263][wdg]
wadd1237,77.1673,19.8838,0,,Waddar,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],wbq,Waddar [wadd1237][wbq]
wadi1248,72.1312,26.0713,0,,Wadiyara Koli,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],kxp,Wadiyara Koli [wadi1248][kxp]
wadj1254,130.42,-13.5,2355,Pungupungu,Wadjiginy,,N Australia,Australia,Australia,N Australia,0,0,Wadjiginy [wadj1254][wdj],wdj,Wadjiginy [wadj1254][wdj]
wadj1254,130.17,-13.17,2712,Bachamal,Wadjiginy,,N Australia,Australia,Australia,N Australia,0,0,Wadjiginy [wadj1254][wdj],wdj,Wadjiginy [wadj1254][wdj]
wadj1255,147.421,-23.8029,0,,Wadjigu,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],wdu,Wadjigu [wadj1255][wdu]
waem1237,150.398,-10.2897,0,,Wa'ema,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],wag,Wa\ema [waem1237][wag]
waer1237,120.793,-8.74889,0,,Wae Rana,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],wrx,Wae Rana [waer1237][wrx]
waff1241,146.09,-6.56,3082,Waffa,Waffa,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],waj,Waffa [waff1241][waj]
waga1260,137.623,-20.329,0,,Wagaya,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],wga,Wagaya [waga1260][wga]
waga1262,150.5,-10.3,3023,Wagawaga,Wagawaga,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Bookkeeping [book1242],'Wagawaga [waga1262]',Wagawaga [waga1262]
waga1268,150.37814,-10.41792,0,,Wagawaga,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],wgb,Wagawaga [waga1268][wgb]
wagd1238,73.9022,23.6888,0,,Wagdi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],wbr,Wagdi [wagd1238][wbr]
wage1238,131.25,-14,2702,Wagiman,Wageman,,N Australia,Australia,Australia,N Australia,0,0,Wageman [wage1238][waq],waq,Wageman [wage1238][waq]
wagi1249,145.726,-5.17834,0,,Wagi (Papua New Guinea),,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],fad,Wagi {Papua New Guinea} [wagi1249][fad]
waha1238,116.655,1.56635,0,,Wahau Kenyah,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],whk,Wahau Kenyah [waha1238][whk]
waha1239,116.679,1.42088,0,,Wahau Kayan,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],whu,Wahau Kayan [waha1239][whu]
waig1243,71.25,35,396,Waigali,Waigali,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],wbk,Waigali [waig1243][wbk]
waig1244,130.917,-0.17957,0,,Waigeo,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],wgo,Waigeo [waig1244][wgo]
wail1242,166.902,-15.5656,0,,Wailapa,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],wlr,Wailapa [wail1242][wlr]
wail1244,-123.284,39.1513,0,,Wailaki,,California,W N America,W N America,California,0,0,Athapaskan-Eyak-Tlingit [atha1245],wlk,Wailaki [wail1244][wlk]
waim1251,146.58,-8.75,2382,Roro,Waima,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],rro,Waima [waim1251][rro]
waim1252,126.317,-8.53416,0,,Waima'a,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],wmh,Waima\a [waim1252][wmh]
waim1253,-61.36,0.34,2935,Waimiri Atroari,Waimiri-Atroari,,NE South America,S America,S America,NE South America,0,0,Cariban [cari1283],atr,Waimiri-Atroari [waim1253][atr]
waim1255,-70.25,0.33,962,Barasano (Northern),Waimaha,,NE South America,S America,S America,NE South America,0,0,Tucanoan [tuca1253],bao,Waimaha [waim1255][bao]
waio1238,127.494,1.2341,0,,Waioli,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,North Halmahera [nort2923],wli,Waioli [waio1238][wli]
waiw1244,-59,1,2704,Wai Wai,Waiwai,,NE South America,S America,S America,NE South America,0,0,Cariban [cari1283],waw,Waiwai [waiw1244][waw]
waja1257,117.5,-26,2710,Watjarri,Wajarri,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],wbv,Wajarri [waja1257][wbv]
waja1259,10.97,10.29,3041,Waja,Waja,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],wja,Waja [waja1259][wja]
waka1274,152.5,-26.5,3186,Wagawaga (Australia),Wakawaka,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],wkw,Wakawaka [waka1274][wkw]
waka1275,11.4932,8.79968,0,,Waka,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],wav,Waka [waka1275][wav]
wakd1237,139.008,-1.98457,0,,Wakde,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],wkd,Wakde [wakd1237][wkd]
wakh1245,74.6,36.3,2916,Wakhi (Hunza),Wakhi,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],wbl,Wakhi [wakh1245][wbl]
wakh1245,72,36.5,2709,Wakhi (Wakhan),Wakhi,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],wbl,Wakhi [wakh1245][wbl]
wako1235,-36.5,-9.91666,0,,Wakon,,NE South America,S America,S America,NE South America,0,0,Unattested [unat1236],waf,Wakoná [wako1235][waf]
wala1263,142.4891266,-17.60243295,0,,Walangama,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],'Walangama [wala1263]',Walangama [wala1263]
wala1266,160.741,-8.81936,0,,Wala,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lgl,Wala [wala1266][lgl]
wala1269,138.84,-3.8238,0,,Walak,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],wlw,Walak [wala1269][wlw]
wali1261,86.4837,26.6369,0,,Waling,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],wly,Waling [wali1261][wly]
wali1262,29.1228,11.8634,0,,Wali (Sudan),,African Savannah,Africa,Africa,African Savannah,0,0,Nubian [nubi1251],wll,Wali {Sudan} [wali1262][wll]
wali1263,-2.31263,10.0212,0,,Wali (Ghana),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],wlx,Wali {Ghana} [wali1263][wlx]
wall1238,-120,46.5,2697,Sahaptin (Northern),Walla Walla,,Basin and Plains,E N America,W N America,Basin and Plains,1,0,Sahaptian [saha1239],waa,Walla Walla [wall1238][waa]
wall1255,5.14509,50.2235,0,,Walloon,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],wln,Walloon [wall1255][wln]
wall1257,-176.2,-13.3,2699,Wallisian,Wallisian,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],wls,Wallisian [wall1257][wls]
walm1241,125.75,-19.5,2728,Walmatjari,Walmajarri,,N Australia,Australia,Australia,S Australia,0,1,Pama-Nyungan [pama1250],wmt,Walmajarri [walm1241][wmt]
